_id,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,extra_people,guests_included,review_scores,cleaning_fee,host_response_time,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,host_listings_count,host_total_listings_count,market,country,longitude,latitude,is_location_exact,availability_30,availability_60,availability_90,availability_365
10066928,Apartment,Entire home/apt,Real Bed,1,1125,flexible,6,3,3,0,1,140,0,1,0,0,Not Specified,Not Specified,No,Yes,No,2,2,Montreal,Canada,-73.57383,45.52233,Yes,0,0,0,0
10021707,Apartment,Private room,Real Bed,14,1125,flexible,1,1,1,1,1,40,0,1,100,0,Not Specified,Not Specified,No,Yes,Yes,1,1,New York,United States,-73.93615,40.69791,Yes,0,0,0,0
10009999,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,1,2,0,1,317,0,1,0,187,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.23074991429229,-22.96625355173965,Yes,0,0,0,0
10006546,House,Entire home/apt,Real Bed,2,30,moderate,8,3,5,51,1,80,15,6,89,35,within an hour,100.0,No,Yes,Yes,3,3,Porto,Portugal,-8.61308,41.1413,No,28,47,74,239
10059244,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,0,1,0,1,43,12,1,0,0,within an hour,100.0,No,Yes,No,1,1,Montreal,Canada,-73.54949,45.54548,No,0,0,0,32
1001265,Condominium,Entire home/apt,Real Bed,3,365,strict_14_with_grace_period,2,1,1,96,1,115,0,1,84,100,within an hour,98.0,No,Yes,No,18,18,Oahu,United States,-157.83919,21.28634,Yes,16,46,76,343
10069642,Apartment,Entire home/apt,Real Bed,15,20,strict_14_with_grace_period,5,2,2,0,2,858,75,1,0,112,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.4311123147628,-23.00035792660916,No,0,0,0,0
10108388,Apartment,Entire home/apt,Real Bed,2,30,moderate,2,1,1,109,1,185,0,1,100,120,within an hour,100.0,Yes,Yes,Yes,1,1,Sydney,Australia,151.21346,-33.87603,No,5,16,35,265
10120414,Apartment,Entire home/apt,Real Bed,3,1125,flexible,3,1,1,0,1,150,0,1,0,0,Not Specified,Not Specified,No,Yes,Yes,1,1,New York,United States,-73.98944,40.72063,No,0,0,0,0
10133554,Bed and breakfast,Private room,Real Bed,1,1125,moderate,3,1,2,29,1,121,0,1,92,0,within a few hours,100.0,No,Yes,Yes,2,2,Istanbul,Turkey,28.98009,41.0062,No,30,60,90,365
10138784,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1,1,123,1,46,10,1,99,15,within an hour,100.0,Yes,Yes,Yes,1,1,New York,United States,-73.88025,40.74953,Yes,30,60,90,365
10038496,Apartment,Entire home/apt,Real Bed,3,75,strict_14_with_grace_period,4,1,3,70,2,119,40,3,98,150,within an hour,100.0,Yes,Yes,Yes,2,2,Rio De Janeiro,Brazil,-43.19084919446341,-22.98433936006781,No,7,19,33,118
10084023,Guesthouse,Private room,Futon,1,500,strict_14_with_grace_period,1,1,1,81,1,181,100,1,92,50,within an hour,100.0,No,Yes,Yes,2,2,Hong Kong,Hong Kong,114.1669,22.3314,Yes,14,24,40,220
10092679,Apartment,Private room,Pull-out Sofa,2,1125,flexible,2,1,1,27,1,58,60,1,99,0,within an hour,100.0,Yes,Yes,Yes,8,8,Istanbul,Turkey,28.95825,41.03777,No,3,19,37,37
10140368,Apartment,Private room,Real Bed,1,10,strict_14_with_grace_period,2,1,1,239,1,45,10,1,95,0,within an hour,100.0,Yes,Yes,Yes,1,1,New York,United States,-73.82257,40.71485,Yes,20,29,29,34
10047964,House,Entire home/apt,Real Bed,2,1125,flexible,6,2,6,1,1,527,211,1,100,211,Not Specified,Not Specified,No,Yes,Yes,2,2,Istanbul,Turkey,29.03133,40.98585,Yes,27,57,87,362
10115921,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,2,4,3,1,838,0,1,67,0,within an hour,100.0,No,Yes,No,16,16,Istanbul,Turkey,28.98713,41.04841,No,30,60,90,365
10096773,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2,1,1,1,1,145,0,1,100,60,Not Specified,Not Specified,No,Yes,Yes,1,1,New York,United States,-74.00074,40.74577,Yes,0,0,0,0
10083468,Loft,Entire home/apt,Real Bed,2,1125,moderate,2,1,1,178,1,30,0,1,97,10,within an hour,90.0,Yes,Yes,Yes,3,3,Porto,Portugal,-8.61123,41.15225,No,16,40,67,335
10091713,Apartment,Entire home/apt,Real Bed,10,21,strict_14_with_grace_period,2,0,1,64,1,181,0,1,95,50,Not Specified,Not Specified,No,Yes,Yes,1,1,Sydney,Australia,151.21554,-33.88029,Yes,0,0,0,0
10057826,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,0,2,5,1,205,0,1,88,0,within a few hours,100.0,No,Yes,No,13,13,New York,United States,-73.94472,40.72778,Yes,30,31,31,243
10059872,Apartment,Entire home/apt,Real Bed,4,20,flexible,3,1,2,3,1,699,0,1,100,0,Not Specified,Not Specified,No,Yes,No,1,1,Hong Kong,Hong Kong,114.15027,22.28158,Yes,0,0,0,0
1003530,Apartment,Private room,Real Bed,12,360,strict_14_with_grace_period,2,1,1,70,1,135,0,1,94,135,within an hour,100.0,Yes,Yes,Yes,3,3,New York,United States,-73.96523,40.79962,No,0,0,0,93
10116256,Serviced apartment,Entire home/apt,Real Bed,1,1125,moderate,6,2,5,0,2,997,0,1,0,0,within an hour,100.0,No,Yes,No,16,16,Istanbul,Turkey,28.98818,41.04772,No,30,60,90,365
10051164,House,Private room,Real Bed,2,1125,strict_14_with_grace_period,8,1,8,1,4,250,40,4,80,0,within an hour,80.0,No,Yes,Yes,5,5,Rio De Janeiro,Brazil,-43.18015675229857,-22.92638234778768,Yes,10,10,21,296
10082307,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,0,1,361,130,2,0,0,within an hour,90.0,No,Yes,No,6,6,Hong Kong,Hong Kong,114.17158,22.30469,Yes,30,60,90,365
10082422,Apartment,Private room,Real Bed,1,9,flexible,2,1,2,0,1,50,0,1,0,10,Not Specified,Not Specified,No,Yes,No,1,1,Barcelona,Spain,2.16942,41.40082,Yes,0,0,0,0
10112159,Hostel,Private room,Real Bed,1,1125,moderate,2,1,1,0,1,40,25,2,0,50,Not Specified,Not Specified,No,Yes,Yes,2,2,Porto,Portugal,-8.60867,41.1543,No,30,60,87,359
10117617,Apartment,Entire home/apt,Real Bed,7,180,moderate,2,1,1,12,1,40,0,2,96,15,within a day,100.0,No,Yes,Yes,1,1,Porto,Portugal,-8.75383,41.3596,No,0,0,0,46
10109896,House,Entire home/apt,Real Bed,2,1125,moderate,2,1,1,0,2,250,0,1,0,150,Not Specified,Not Specified,No,Yes,No,1,1,Sydney,Australia,151.17956,-33.86296,Yes,0,0,0,0
10116578,Apartment,Entire home/apt,Real Bed,1,1125,flexible,5,3,3,0,1,933,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.1825954762751,-22.93054146036793,No,30,60,90,365
10030955,Apartment,Private room,Real Bed,1,1125,flexible,2,1,1,0,2,701,0,1,0,250,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.20504708263344,-22.971950988341877,Yes,28,58,88,363
10057447,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,1,2,0,1,50,31,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Montreal,Canada,-73.59111,45.51889,Yes,0,0,0,0
10133350,Apartment,Entire home/apt,Real Bed,2,7,strict_14_with_grace_period,5,2,2,9,1,275,0,1,90,35,Not Specified,Not Specified,No,Yes,Yes,2,2,New York,United States,-73.95854,40.7664,No,0,0,0,0
1019168,Apartment,Private room,Real Bed,2,120,strict_14_with_grace_period,1,1,1,62,1,34,10,1,98,25,within a day,100.0,Yes,Yes,Yes,1,1,Montreal,Canada,-73.58774,45.52028,Yes,0,0,0,0
10228731,Apartment,Private room,Real Bed,1,15,flexible,1,1,1,1,2,149,0,1,100,30,Not Specified,Not Specified,No,Yes,No,2,2,Rio De Janeiro,Brazil,-43.247421907135774,-22.936203246553816,No,28,58,88,178
10354347,Apartment,Private room,Real Bed,1,1125,flexible,2,2,2,1,1,37,0,1,0,0,within a day,100.0,No,Yes,No,1,1,Istanbul,Turkey,29.06064,40.98837,No,30,60,90,365
10184012,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,2,2,0,1,380,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.24277868091869,-22.91500935448249,No,30,60,90,365
1016739,House,Private room,Real Bed,3,365,strict_14_with_grace_period,2,1,2,8,3,64,0,1,100,30,within a few hours,100.0,No,Yes,Yes,6,6,Sydney,Australia,151.25541,-33.92398,Yes,0,0,19,20
102995,Apartment,Entire home/apt,Real Bed,21,30,moderate,3,1,3,45,1,212,0,1,93,120,within a day,95.0,No,Yes,Yes,4,4,New York,United States,-73.9696,40.78558,Yes,0,3,5,5
10343118,Apartment,Entire home/apt,Real Bed,1,60,strict_14_with_grace_period,4,1,2,145,1,997,160,2,94,380,within an hour,98.0,No,Yes,Yes,17,17,Hong Kong,Hong Kong,114.17088,22.29663,Yes,20,50,80,170
10240767,Guesthouse,Private room,Real Bed,1,1125,moderate,2,1,1,162,1,487,0,1,96,0,within a few hours,100.0,Yes,Yes,No,5,5,Hong Kong,Hong Kong,113.92823,22.27671,No,18,41,67,339
10392282,Bungalow,Entire home/apt,Real Bed,2,300,flexible,2,0,1,99,1,100,20,1,96,80,within an hour,100.0,No,Yes,Yes,1,1,Oahu,United States,-158.1602,21.57561,No,12,27,53,321
10519173,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2,5,18,2,351,0,1,95,0,within an hour,88.0,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.32231287289854,-23.009702689174244,Yes,22,52,82,172
1058555,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2,1,1,31,1,105,60,1,96,60,within an hour,100.0,Yes,Yes,No,2,2,Istanbul,Turkey,28.98648,41.03376,Yes,23,44,74,336
10648267,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,5,3,3,1,3,298,0,1,100,160,within a day,80.0,No,Yes,No,2,2,Rio De Janeiro,Brazil,-43.22120070184858,-22.98416287210616,No,0,0,0,0
1066648,House,Entire home/apt,Real Bed,1,1125,flexible,8,6,6,0,5,1999,0,1,0,0,within a few hours,100.0,No,Yes,No,3,3,Rio De Janeiro,Brazil,-43.17823402580154,-22.917475613135107,Yes,23,53,83,358
10840938,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,5,3,3,125,1,1146,60,4,87,285,within a few hours,100.0,No,Yes,No,5,5,Hong Kong,Hong Kong,114.15202,22.28582,Yes,7,24,47,306
10612199,Apartment,Private room,Real Bed,3,1125,moderate,1,1,1,10,1,80,0,1,100,50,within an hour,100.0,No,Yes,Yes,1,1,New York,United States,-73.95211,40.80708,Yes,5,35,65,339
10635276,Apartment,Entire home/apt,Real Bed,4,100,moderate,6,3,7,13,4,933,19,4,100,298,Not Specified,Not Specified,Yes,Yes,No,2,2,Rio De Janeiro,Brazil,-43.32984175609327,-23.011124595436097,Yes,0,0,0,0
10816768,Apartment,Entire home/apt,Real Bed,2,1125,moderate,5,2,3,86,1,1703,100,4,99,400,within an hour,100.0,Yes,Yes,No,1,1,Hong Kong,Hong Kong,114.15315,22.28028,Yes,4,10,30,108
10862541,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,2,2,0,1,172,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.21872245840377,-22.89142169593252,Yes,0,0,0,0
10266175,Condominium,Entire home/apt,Pull-out Sofa,3,180,moderate,4,1,2,32,1,95,0,1,98,130,within an hour,100.0,Yes,Yes,No,2,2,Oahu,United States,-158.20291,21.4818,Yes,0,3,16,246
10359729,Apartment,Private room,Real Bed,1,1125,flexible,4,1,2,0,1,105,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Istanbul,Turkey,29.05108,41.08835,No,0,0,0,0
10448594,Apartment,Entire home/apt,Real Bed,5,1125,moderate,4,1,2,13,1,80,0,1,95,30,within a few hours,100.0,No,Yes,Yes,1,1,Porto,Portugal,-8.68887,41.17544,No,0,0,0,27
10639317,Apartment,Private room,Real Bed,1,1125,flexible,2,1,1,0,1,137,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Istanbul,Turkey,29.02588,40.98825,Yes,0,0,0,0
1068505,Apartment,Private room,Real Bed,2,45,moderate,2,1,1,46,1,50,10,1,96,50,within a day,100.0,Yes,Yes,Yes,2,2,New York,United States,-73.95667,40.67414,Yes,5,35,64,64
10828339,Hostel,Private room,Real Bed,3,7,flexible,2,1,1,1,1,187,0,1,0,0,within a day,50.0,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.189916447135005,-22.976504206582877,No,30,60,90,180
1038163,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1,3,135,1,269,42,3,91,60,within an hour,100.0,No,Yes,Yes,10,10,Istanbul,Turkey,28.98538,41.03326,Yes,17,36,55,317
10423504,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,8,3,6,139,2,399,35,6,96,185,within an hour,100.0,No,Yes,Yes,5,5,Sydney,Australia,151.27448,-33.8872,No,0,0,0,0
10527212,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,4,1,2,18,1,353,50,1,71,50,Not Specified,Not Specified,No,Yes,No,28,28,Hong Kong,Hong Kong,114.16262,22.32733,No,30,60,90,365
10581101,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,8,4,6,77,2,169,0,10,90,60,within an hour,100.0,No,Yes,Yes,12,12,Barcelona,Spain,2.18146,41.39716,Yes,19,32,48,211
10596036,Apartment,Entire home/apt,Real Bed,5,1125,flexible,4,1,4,0,1,701,0,1,0,100,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.17974071338275,-22.9313871086666,No,0,0,0,0
10209136,Apartment,Private room,Real Bed,1,1125,flexible,2,1,1,4,1,36,20,2,95,0,Not Specified,Not Specified,No,Yes,Yes,1,1,Sydney,Australia,151.26969,-33.79629,No,0,0,0,0
10381879,Bed and breakfast,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,9,1,138,70,2,98,0,within an hour,90.0,No,Yes,Yes,4,4,Rio De Janeiro,Brazil,-43.3089745798612,-23.004633399469007,No,28,58,88,347
10411341,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,4,2,2,32,2,351,500,4,95,120,within a day,100.0,Yes,Yes,Yes,2,2,Rio De Janeiro,Brazil,-43.20577175003696,-22.98255730525777,No,3,18,41,316
10415637,Bed and breakfast,Private room,Real Bed,1,1125,flexible,2,1,1,11,1,112,0,2,98,0,within a few hours,100.0,No,Yes,Yes,8,8,Rio De Janeiro,Brazil,-43.35397067257831,-23.008991691724663,No,24,45,60,309
10458796,Condominium,Private room,Real Bed,28,1125,strict_14_with_grace_period,2,1,1,179,1,479,150,1,94,0,within an hour,100.0,No,Yes,Yes,5,5,Hong Kong,Hong Kong,114.17094,22.32074,No,0,3,3,3
10545725,Apartment,Private room,Real Bed,2,1125,flexible,2,1,2,1,1,20,0,1,100,20,Not Specified,Not Specified,No,Yes,Yes,1,1,Barcelona,Spain,2.17963,41.40087,Yes,0,0,0,0
10487917,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2,0,1,31,1,29,0,2,89,10,within a day,100.0,Yes,Yes,No,9,9,Porto,Portugal,-8.59275,41.1462,Yes,16,42,61,309
10628126,Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,6,3,3,132,1,80,10,2,92,20,within an hour,100.0,No,Yes,No,4,4,Porto,Portugal,-8.61602,41.14295,No,5,25,46,214
1079887,Apartment,Entire home/apt,Real Bed,2,1125,moderate,4,2,2,104,1,89,10,2,93,30,within a day,76.0,No,Yes,No,3,3,Barcelona,Spain,2.14596,41.38475,Yes,8,10,15,280
10802909,Condominium,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1,2,122,1,40,0,1,78,10,within an hour,100.0,No,Yes,Yes,5,5,Barcelona,Spain,2.17778,41.38049,Yes,8,14,27,253
10839801,Condominium,Private room,Real Bed,2,30,strict_14_with_grace_period,2,1,1,72,1,447,0,2,97,300,within an hour,100.0,No,Yes,No,3,3,Hong Kong,Hong Kong,114.20854,22.29099,No,19,22,50,140
10850008,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,29,1,128,45,1,99,75,within an hour,100.0,No,Yes,Yes,2,2,New York,United States,-73.9648,40.80732,Yes,30,60,87,267
10383490,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1,1,1,1,101,20,1,100,120,a few days or more,0.0,No,Yes,No,2,2,Rio De Janeiro,Brazil,-43.37035220190699,-22.91636184358952,Yes,30,60,90,365
10449328,House,Entire home/apt,Real Bed,5,1125,flexible,11,4,8,0,7,2499,0,1,0,0,a few days or more,0.0,No,Yes,Yes,1,1,Rio De Janeiro,Brazil,-43.27502007153333,-22.99391888061395,No,30,60,90,365
10552362,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,2,1,85,0,1,100,15,Not Specified,Not Specified,No,Yes,No,1,1,Sydney,Australia,151.22559,-33.87604,Yes,0,0,0,0
10742116,Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,4,1,2,6,1,417,0,1,83,237,within a few hours,100.0,No,Yes,No,7,7,Istanbul,Turkey,28.99363,41.05261,No,10,10,22,297
1042446,Condominium,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,4,1,3,19,1,229,0,1,94,95,within an hour,100.0,No,Yes,No,1,1,Maui,United States,-156.46881,20.78621,Yes,5,26,35,228
10213499,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2,0,1,61,1,117,20,1,97,0,within an hour,100.0,Yes,Yes,No,1,1,Sydney,Australia,151.29792,-33.71472,Yes,0,0,25,26
10186755,Loft,Private room,Real Bed,1,1125,flexible,2,1,2,0,1,185,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Istanbul,Turkey,29.03693,41.12452,No,30,60,90,365
10141950,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2,0,1,1,1,966,0,1,100,118,Not Specified,Not Specified,No,Yes,Yes,1,1,Hong Kong,Hong Kong,114.15007,22.28422,Yes,0,0,0,0
10486984,Apartment,Entire home/apt,Real Bed,3,1125,moderate,8,3,4,77,1,264,36,4,94,0,within an hour,100.0,No,Yes,Yes,1,1,Istanbul,Turkey,28.97477,41.03735,No,18,29,51,326
10545815,Apartment,Entire home/apt,Real Bed,4,90,moderate,4,1,1,126,1,125,30,2,96,80,within an hour,100.0,No,Yes,Yes,3,3,New York,United States,-73.93981,40.70687,Yes,1,6,8,168
10558807,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2,3,51,1,85,0,6,71,40,within an hour,100.0,No,Yes,Yes,12,12,Barcelona,Spain,2.15836,41.41582,Yes,13,16,27,174
10269320,Apartment,Entire home/apt,Real Bed,2,1124,moderate,2,0,1,225,1,31,0,1,96,10,within an hour,100.0,Yes,Yes,Yes,6,6,Porto,Portugal,-8.61205,41.14404,No,13,43,62,278
10280433,Treehouse,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2,1,1,103,1,185,0,2,99,80,within a few hours,100.0,Yes,Yes,Yes,1,1,The Big Island,United States,-155.21763,19.42151,No,20,45,75,165
10542174,Apartment,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2,1,1,1,1,144,0,1,0,150,Not Specified,Not Specified,No,Yes,No,1,1,New York,United States,-73.98102,40.69406,Yes,0,0,0,0
10578580,Guesthouse,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1,1,114,1,120,15,1,95,100,within an hour,100.0,No,Yes,Yes,2,2,Oahu,United States,-157.78578,21.29561,Yes,3,26,53,323
1067052,House,Entire home/apt,Real Bed,3,25,moderate,2,1,1,18,1,72,10,2,96,12,within a day,100.0,Yes,Yes,Yes,2,2,The Big Island,United States,-155.02503,19.56081,Yes,20,47,77,352
10306879,Apartment,Entire home/apt,Real Bed,10,90,flexible,4,1,2,0,1,933,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.36831676949888,-23.011117008024065,Yes,28,58,88,363
10373872,Apartment,Entire home/apt,Real Bed,30,365,strict_14_with_grace_period,4,1,2,0,1,149,40,2,0,60,within an hour,100.0,Yes,Yes,Yes,7,7,Rio De Janeiro,Brazil,-43.17888629206925,-22.93171589917869,No,0,11,41,316
10624493,Apartment,Entire home/apt,Real Bed,7,365,flexible,5,2,2,0,2,801,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Hong Kong,Hong Kong,114.12074,22.40547,No,0,0,0,0
1063491,Apartment,Entire home/apt,Real Bed,2,89,super_strict_30,4,1,2,110,1,351,60,2,95,140,within an hour,98.0,No,Yes,Yes,65,65,Rio De Janeiro,Brazil,-43.17596611897592,-22.964922391816017,Yes,12,26,49,317
10664888,Apartment,Entire home/apt,Real Bed,2,28,strict_14_with_grace_period,4,0,2,62,1,55,7,2,97,25,within an hour,100.0,Yes,Yes,Yes,4,4,Porto,Portugal,-8.61279,41.14106,No,3,12,24,243
10675315,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1,1,0,1,30,15,1,0,20,Not Specified,Not Specified,No,Yes,Yes,1,1,Montreal,Canada,-73.60137,45.52517,Yes,0,0,0,0
1070322,Condominium,Private room,Real Bed,2,1125,strict_14_with_grace_period,3,1,3,191,1,40,8,4,82,15,within an hour,100.0,No,Yes,No,2,2,Barcelona,Spain,2.15533,41.40686,Yes,19,27,38,289
10166986,Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,4,2,2,1,1,220,0,1,100,25,Not Specified,Not Specified,No,Yes,Yes,1,1,New York,United States,-73.93869,40.71552,Yes,0,0,0,0
10201975,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,4,2,2,24,2,298,50,2,92,180,within a few hours,92.0,Yes,Yes,Yes,13,13,Rio De Janeiro,Brazil,-43.1998455458952,-22.980051683700506,No,24,54,84,174
10560325,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,6,2,3,20,1,60,8,3,89,25,within a day,80.0,No,Yes,Yes,5,5,Porto,Portugal,-8.6114,41.16093,Yes,0,16,46,314
10659534,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1,1,10,1,997,0,1,95,500,within a few hours,100.0,No,Yes,No,1,1,Hong Kong,Hong Kong,114.15241,22.28351,Yes,0,0,0,0
1074008,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1,1,17,1,385,0,2,97,298,within a few hours,100.0,No,Yes,Yes,2,2,Istanbul,Turkey,28.97994,41.03406,No,30,60,90,365
10887852,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,60,1,125,0,1,95,50,within a few hours,100.0,No,Yes,Yes,1,1,New York,United States,-73.99482,40.76438,Yes,1,1,1,66
10215858,Apartment,Private room,Real Bed,1,500,strict_14_with_grace_period,2,1,1,9,1,330,0,1,73,0,within an hour,97.0,No,Yes,Yes,29,29,Hong Kong,Hong Kong,114.17034,22.31655,Yes,20,50,80,135
10220130,Apartment,Entire home/apt,Real Bed,2,30,flexible,6,3,3,0,3,746,187,4,0,373,Not Specified,Not Specified,No,Yes,Yes,1,1,Rio De Janeiro,Brazil,-43.45296045334386,-23.008710784460312,Yes,0,0,0,0
10267144,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3,1,1,29,1,858,112,3,99,112,within a few hours,93.0,Yes,Yes,Yes,3,3,Rio De Janeiro,Brazil,-43.20056249420509,-22.98034625363379,Yes,18,40,70,345
10324377,House,Private room,Real Bed,1,1125,moderate,1,1,1,0,1,101,50,1,0,100,within an hour,100.0,No,Yes,No,7,7,Rio De Janeiro,Brazil,-43.33496705036137,-22.94836549045056,Yes,22,52,82,357
1036027,Apartment,Entire home/apt,Real Bed,3,1125,flexible,8,4,8,71,2,100,0,1,88,0,within an hour,100.0,No,Yes,No,3,3,Porto,Portugal,-8.60069,41.16246,Yes,0,10,15,264
1047087,Guesthouse,Entire home/apt,Real Bed,2,40,strict_14_with_grace_period,2,1,1,146,1,129,0,1,97,60,within a few hours,100.0,Yes,Yes,Yes,1,1,Sydney,Australia,151.15036,-33.90318,No,30,60,90,365
10471178,Apartment,Private room,Real Bed,1,1125,flexible,1,1,1,0,1,112,0,1,0,0,a few days or more,0.0,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.17933175178738,-22.941321220162784,No,30,60,90,365
10570041,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,2,5,9,2,395,35,4,91,300,within a few hours,98.0,Yes,Yes,No,18,18,Rio De Janeiro,Brazil,-43.22076222600562,-22.96448811710617,No,17,47,77,342
10782351,Serviced apartment,Entire home/apt,Real Bed,1,1125,moderate,3,1,2,1,1,211,89,1,80,0,within a few hours,100.0,No,Yes,No,6,6,Istanbul,Turkey,28.98789,41.03445,Yes,8,38,68,343
10812136,Apartment,Private room,Real Bed,1,1125,flexible,2,1,1,0,1,60,0,1,0,0,Not Specified,Not Specified,No,Yes,Yes,1,1,New York,United States,-73.94384,40.70528,Yes,0,0,0,0
10857454,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,8,3,3,89,2,250,50,4,98,200,within an hour,100.0,Yes,Yes,Yes,2,2,New York,United States,-73.97527,40.6884,Yes,13,16,30,198
10199760,Apartment,Entire home/apt,Real Bed,1,1125,flexible,4,1,2,0,1,264,53,1,0,26,within a day,100.0,No,Yes,No,1,1,Istanbul,Turkey,28.89964,40.99667,No,30,60,90,365
10227000,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,1,2,1,1,499,0,1,100,99,within a day,91.0,No,Yes,Yes,472,472,Maui,United States,-156.68012,20.96996,Yes,30,60,90,365
103161,Apartment,Entire home/apt,Real Bed,2,300,strict_14_with_grace_period,2,1,2,117,1,175,300,2,96,90,within a few hours,100.0,Yes,Yes,No,1,1,New York,United States,-73.96053,40.71577,Yes,28,58,88,363
10317142,House,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,14,4,10,32,4,795,0,1,94,345,within a day,50.0,No,Yes,No,1,1,Oahu,United States,-157.91952,21.63549,Yes,10,17,26,229
10752737,Apartment,Private room,Real Bed,7,1125,flexible,1,1,1,0,1,90,40,1,0,50,Not Specified,Not Specified,No,Yes,No,1,1,New York,United States,-73.98319,40.71823,Yes,0,0,0,0
10166883,Apartment,Entire home/apt,Real Bed,3,6,strict_14_with_grace_period,9,3,4,22,1,180,19,4,95,59,Not Specified,Not Specified,No,Yes,Yes,1,1,New York,United States,-73.93943,40.79805,Yes,0,0,0,0
10264100,Apartment,Entire home/apt,Real Bed,2,15,strict_14_with_grace_period,6,2,5,8,2,798,20,4,100,150,within a few hours,100.0,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.17714541632985,-22.96270793328072,No,11,41,71,247
10416859,Guest suite,Entire home/apt,Real Bed,2,3,moderate,5,1,4,104,1,45,25,2,96,50,Not Specified,Not Specified,No,Yes,Yes,1,1,Sydney,Australia,151.26108,-33.7975,Yes,0,0,0,0
