_id,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,extra_people,guests_included,review_scores,cleaning_fee,host_response_time,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,host_listings_count,host_total_listings_count,market,country,longitude,latitude,is_location_exact,availability_30,availability_60,availability_90,availability_365
12097507,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,12,3,7,18,2,564,0,1,94,0,within an hour,100.0,No,Yes,Yes,6,6,Istanbul,Turkey,28.97218,41.00755,No,12,29,53,328
12196285,Boat,Entire home/apt,Real Bed,3,1125,moderate,2,1,2,0,1,200,0,1,0,50,within an hour,100.0,No,Yes,Yes,5,5,Porto,Portugal,-8.65161,41.14143,No,30,60,90,365
12214471,Condominium,Private room,Real Bed,2,1125,strict_14_with_grace_period,3,0,3,72,1,135,0,1,88,124,within an hour,99.0,No,Yes,Yes,45,45,Oahu,United States,-157.82776,21.28133,Yes,13,18,35,301
12215468,Apartment,Entire home/apt,Real Bed,180,1125,flexible,4,2,2,0,2,148,0,1,0,0,within a few hours,100.0,No,Yes,No,2,2,Istanbul,Turkey,28.9985,41.06309,No,30,60,90,365
12247516,Apartment,Entire home/apt,Real Bed,1,1125,moderate,8,3,4,43,2,475,30,4,97,119,within an hour,100.0,No,Yes,No,4,4,Istanbul,Turkey,28.98224,41.03832,Yes,11,20,39,259
12253386,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2,0,1,18,1,42,0,1,86,0,Not Specified,Not Specified,No,Yes,No,1,1,Montreal,Canada,-73.56526,45.51424,Yes,0,0,0,0
12310597,Farm stay,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,10,3,6,35,3,350,50,8,95,350,within an hour,100.0,No,Yes,No,2,2,Oahu,United States,-157.90285,21.59125,Yes,8,14,33,252
12400621,House,Private room,Real Bed,1,7,strict_14_with_grace_period,2,5,0,203,4,42,0,1,94,5,within an hour,100.0,No,Yes,No,12,12,Porto,Portugal,-8.61297,41.14655,No,25,55,82,354
12509339,House,Entire home/apt,Real Bed,1,1125,flexible,16,9,15,0,7,5595,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.32235641855684,-23.00826097306537,No,0,0,0,0
12531055,Apartment,Entire home/apt,Real Bed,32,1125,strict_14_with_grace_period,5,2,4,1,1,70,10,4,100,80,within a few hours,93.0,No,Yes,Yes,16,16,Barcelona,Spain,2.16666,41.38432,Yes,9,39,69,256
1255979,Apartment,Entire home/apt,Real Bed,2,120,moderate,3,1,2,15,1,280,134,2,96,153,within a few hours,100.0,No,Yes,Yes,1,1,Rio De Janeiro,Brazil,-43.1990101137809,-22.982413191528178,Yes,5,35,65,340
12479743,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,2,3,17,1,85,0,1,93,0,within an hour,100.0,No,Yes,No,2,2,Porto,Portugal,-8.60898,41.14234,No,30,57,79,343
12604062,Condominium,Entire home/apt,Real Bed,3,1125,super_strict_30,5,2,3,2,2,231,0,1,100,168,within a few hours,93.0,No,Yes,No,38,38,Maui,United States,-156.45891,20.76387,Yes,10,25,55,261
1266425,Loft,Entire home/apt,Real Bed,1,365,moderate,2,1,1,188,1,61,0,2,84,30,within an hour,100.0,No,Yes,Yes,6,6,Barcelona,Spain,2.16896,41.417,Yes,2,4,14,252
12713962,Apartment,Entire home/apt,Real Bed,7,90,strict_14_with_grace_period,2,1,1,27,1,150,0,1,92,100,within an hour,100.0,No,Yes,Yes,2,2,Maui,United States,-156.64867,21.00432,No,0,0,0,0
12886223,Serviced apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,4,0,2,1,1,324,0,1,100,0,within an hour,100.0,Yes,Yes,Yes,59,59,Maui,United States,-156.69268,20.93999,Yes,23,53,83,358
12906000,House,Entire home/apt,Real Bed,4,1125,super_strict_60,10,4,5,15,1,269,0,10,88,399,within a few hours,100.0,No,Yes,No,3,3,Oahu,United States,-157.91711,21.6217,No,4,12,35,225
1215226,Apartment,Entire home/apt,Real Bed,1,40,moderate,3,1,2,193,1,322,89,2,86,0,within a few hours,100.0,No,Yes,No,6,6,Istanbul,Turkey,28.98247,41.03652,Yes,12,41,65,338
12288463,Apartment,Entire home/apt,Real Bed,3,90,moderate,7,3,4,22,1,559,107,6,93,268,within an hour,100.0,Yes,Yes,No,2,2,Istanbul,Turkey,28.9739,41.02655,No,22,51,72,338
12401124,House,Private room,Real Bed,1,7,strict_14_with_grace_period,2,1,2,210,0,36,0,1,92,5,within an hour,100.0,No,Yes,No,12,12,Porto,Portugal,-8.6127,41.14557,No,17,40,58,316
12782638,Condominium,Entire home/apt,Real Bed,3,1125,super_strict_30,7,2,3,4,2,500,0,1,100,329,within an hour,100.0,No,Yes,Yes,156,156,Oahu,United States,-157.8238,21.2743,Yes,7,16,22,191
12800556,Apartment,Private room,Real Bed,1,500,strict_14_with_grace_period,2,1,2,20,1,597,1000,2,85,0,within an hour,100.0,No,Yes,No,19,19,Hong Kong,Hong Kong,114.1714,22.30635,Yes,22,52,82,348
12889319,Apartment,Private room,Real Bed,10,1125,flexible,1,1,1,0,1,63,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Istanbul,Turkey,29.03163,40.9939,No,29,59,89,364
12156307,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1,1,27,1,80,15,2,95,30,within a day,100.0,No,Yes,No,1,1,The Big Island,United States,-155.62344,20.03697,No,19,45,75,75
12256344,House,Private room,Real Bed,3,1125,flexible,2,1,1,73,1,80,0,1,99,50,within an hour,100.0,Yes,Yes,Yes,1,1,Sydney,Australia,151.21378,-33.89373,Yes,1,5,30,290
12296622,Bungalow,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2,1,1,10,1,160,25,2,98,150,within a day,90.0,No,Yes,Yes,2,2,Maui,United States,-156.45205,20.76124,Yes,6,9,34,296
1229847,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,4,1,2,60,1,1303,0,1,93,0,within a few hours,100.0,No,Yes,No,4,4,Hong Kong,Hong Kong,114.21303,22.21846,Yes,0,9,9,262
12761564,Earth house,Entire home/apt,Real Bed,3,1125,moderate,2,1,1,1,1,67,35,1,100,40,within a few hours,100.0,No,Yes,Yes,2,2,Rio De Janeiro,Brazil,-43.381851403866335,-22.9113895146494,Yes,14,29,59,334
12791827,Condominium,Entire home/apt,Real Bed,3,1825,strict_14_with_grace_period,2,0,1,22,1,149,0,1,90,100,within an hour,100.0,No,Yes,Yes,3,3,Montreal,Canada,-73.55591,45.50488,No,0,0,0,0
12937,Townhouse,Private room,Real Bed,3,25,strict_14_with_grace_period,4,1,2,231,1,130,70,2,98,0,within an hour,100.0,Yes,Yes,Yes,1,1,New York,United States,-73.9474,40.74771,Yes,2,7,13,176
12223067,Serviced apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,8,2,4,9,2,595,0,1,98,0,within an hour,100.0,Yes,Yes,Yes,59,59,Maui,United States,-156.6917,20.93792,Yes,23,53,83,358
1229106,Apartment,Entire home/apt,Real Bed,4,60,strict_14_with_grace_period,3,1,1,39,1,97,25,3,85,90,within an hour,100.0,No,Yes,Yes,2,2,Oahu,United States,-157.8266,21.28084,Yes,4,14,37,312
1229797,Apartment,Private room,Real Bed,1,5,strict_14_with_grace_period,2,1,2,21,1,65,0,2,98,50,within an hour,100.0,No,Yes,Yes,1,1,Sydney,Australia,151.20377,-33.90017,Yes,24,54,84,85
12355178,Apartment,Private room,Pull-out Sofa,1,1125,strict_14_with_grace_period,2,1,1,3,1,317,0,1,100,0,within a day,100.0,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.181236294754925,-22.950189284501317,Yes,19,49,79,354
12403784,Condominium,Private room,Real Bed,3,30,strict_14_with_grace_period,2,1,2,1,1,351,0,2,100,115,Not Specified,Not Specified,No,Yes,Yes,2,2,Rio De Janeiro,Brazil,-43.19321647887779,-22.957538646861146,No,0,0,0,0
12473031,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,0,0,70,0,1,0,20,Not Specified,Not Specified,No,Yes,Yes,1,1,Sydney,Australia,151.27036,-33.89275,Yes,0,0,0,0
12494415,Apartment,Entire home/apt,Real Bed,10,90,flexible,4,2,3,0,1,110,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,New York,United States,-73.96511,40.80302,No,0,0,0,0
12514918,Apartment,Entire home/apt,Real Bed,1,1125,moderate,6,2,4,133,1,150,0,1,95,55,within an hour,100.0,No,Yes,No,2,2,Barcelona,Spain,2.175,41.40604,Yes,22,33,53,280
12561397,House,Entire home/apt,Real Bed,3,1125,moderate,5,2,2,2,2,55,0,1,100,0,Not Specified,Not Specified,No,No,No,2,2,Porto,Portugal,-8.44815,41.35459,No,0,8,32,251
12607396,Apartment,Entire home/apt,Real Bed,2,90,moderate,4,1,2,54,1,49,17,2,96,0,within a few hours,100.0,Yes,Yes,No,1,1,Porto,Portugal,-8.60559,41.14586,No,21,33,43,286
12639342,Apartment,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2,1,1,20,1,127,25,1,99,170,within an hour,100.0,Yes,Yes,Yes,5,5,Rio De Janeiro,Brazil,-43.17790211155288,-22.934426116531974,Yes,7,30,60,80
12740176,House,Entire home/apt,Real Bed,5,45,strict_14_with_grace_period,10,5,6,3,3,999,200,10,100,250,Not Specified,Not Specified,No,Yes,No,1,1,Sydney,Australia,151.30735,-33.6907,Yes,0,0,0,0
12752708,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,6,3,4,41,2,50,10,2,94,10,within a few hours,100.0,No,Yes,Yes,1,1,Porto,Portugal,-8.5906,41.11846,Yes,26,56,86,361
12857841,Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,10,3,6,6,2,765,0,1,100,0,within an hour,100.0,No,Yes,No,1,1,Istanbul,Turkey,28.97362,41.00493,No,22,52,82,357
12887643,Apartment,Private room,Real Bed,2,1125,moderate,3,1,1,7,1,35,15,2,91,10,Not Specified,Not Specified,No,Yes,Yes,3,3,Montreal,Canada,-73.58359,45.52143,Yes,0,0,0,0
12929092,Townhouse,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,5,2,3,67,2,245,0,1,98,270,within an hour,100.0,Yes,Yes,Yes,3,3,Maui,United States,-156.66885,20.86114,Yes,3,4,14,96
12008712,Apartment,Entire home/apt,Real Bed,15,30,flexible,6,2,3,0,2,298,0,1,0,350,within a day,100.0,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.34951832545693,-23.004059877448853,Yes,28,58,88,178
12014026,Apartment,Shared room,Real Bed,1,1125,flexible,1,1,1,0,1,502,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Hong Kong,Hong Kong,113.9801,22.40435,Yes,0,0,0,0
12088301,Loft,Private room,Real Bed,2,1125,flexible,2,1,1,1,1,239,90,2,100,200,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.34708354191269,-22.89507854707165,No,30,60,90,365
12135865,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,0,1,53,1,69,0,1,84,79,within an hour,100.0,No,Yes,No,35,35,Oahu,United States,-157.82262,21.27567,Yes,20,47,71,346
12200176,Apartment,Entire home/apt,Real Bed,2,1125,moderate,5,2,4,44,1,45,9,2,98,25,within an hour,100.0,Yes,Yes,Yes,4,4,Porto,Portugal,-8.59399,41.15757,Yes,16,34,50,249
12552675,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3,1,1,122,1,50,10,3,90,15,Not Specified,Not Specified,No,Yes,No,2,2,Porto,Portugal,-8.60827,41.14542,Yes,0,0,0,0
12586942,Condominium,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,1,1,89,1,150,0,2,94,150,within an hour,100.0,No,Yes,Yes,11,11,Oahu,United States,-157.82437,21.27608,No,9,19,34,77
12758910,Apartment,Private room,Real Bed,5,1125,moderate,2,1,2,93,1,39,0,1,94,0,within an hour,94.0,No,Yes,No,2,2,Barcelona,Spain,2.17534,41.3843,No,5,9,13,43
12814643,Guest suite,Entire home/apt,Airbed,1,7,flexible,2,0,1,83,1,58,0,1,98,6,within a few hours,100.0,Yes,Yes,No,1,1,The Big Island,United States,-155.77167,19.13933,Yes,2,24,51,56
1201871,Apartment,Entire home/apt,Real Bed,3,1100,flexible,5,3,4,95,2,87,20,3,90,75,within an hour,100.0,No,Yes,Yes,31,31,Barcelona,Spain,2.14733,41.39932,Yes,2,5,21,255
12188649,Apartment,Entire home/apt,Real Bed,15,30,strict_14_with_grace_period,8,3,2,0,3,1201,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.24013084767151,-22.92176304215344,No,30,60,90,180
12234922,Apartment,Private room,Real Bed,2,1125,moderate,2,2,2,47,2,101,80,1,100,70,within a few hours,100.0,Yes,Yes,No,1,1,Rio De Janeiro,Brazil,-43.175214261015086,-22.95162577090241,Yes,7,10,32,155
12270044,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2,1,1,0,1,1701,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.202238135410624,-22.9813700874583,No,28,58,88,88
12373208,Condominium,Entire home/apt,Real Bed,3,45,strict_14_with_grace_period,4,2,2,55,2,174,0,1,95,165,within an hour,100.0,No,Yes,Yes,17,17,Maui,United States,-156.45649,20.76438,Yes,4,6,9,176
12407601,Apartment,Entire home/apt,Real Bed,5,90,super_strict_60,4,2,2,2,1,311,0,2,100,156,within an hour,94.0,Yes,Yes,No,12,12,Maui,United States,-156.44864,20.7264,No,4,11,18,152
12421800,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,1,1,0,1,75,0,1,0,0,within a day,71.0,No,Yes,No,12,12,Porto,Portugal,-8.61318,41.14107,No,29,59,89,364
12452082,Apartment,Entire home/apt,Real Bed,15,1125,strict_14_with_grace_period,8,3,5,0,2,2201,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.31720122256538,-23.01212481214021,Yes,0,0,0,0
12544539,Apartment,Entire home/apt,Real Bed,5,1125,moderate,4,1,3,0,1,100,5,2,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Porto,Portugal,-8.68676,41.17074,Yes,0,0,0,0
12561925,House,Private room,Real Bed,1,1125,flexible,3,1,2,0,2,56,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.24723543198432,-22.935874631596256,No,0,0,0,0
1273526,House,Private room,Real Bed,7,1125,strict_14_with_grace_period,5,1,7,2,1,701,100,4,70,200,within a few hours,92.0,No,Yes,No,6,6,Rio De Janeiro,Brazil,-43.32473578931987,-23.001941778015905,No,12,42,72,347
12814401,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,6,2,2,4,1,1099,0,1,100,500,within an hour,100.0,No,Yes,No,1,1,Hong Kong,Hong Kong,114.18976,22.27983,Yes,0,0,0,0
1290112,Bed and breakfast,Private room,Real Bed,1,1125,flexible,1,1,0,0,0,448,119,1,0,0,Not Specified,Not Specified,No,Yes,No,3,3,Istanbul,Turkey,28.96508,41.00339,No,30,60,90,365
12117514,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,1,1,32,1,139,50,2,96,40,within a few hours,100.0,Yes,Yes,Yes,1,1,Sydney,Australia,151.27247,-33.88875,No,0,18,25,25
12120988,Apartment,Private room,Real Bed,1,1125,flexible,1,1,1,0,1,42,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Istanbul,Turkey,29.02769,40.99743,No,0,0,0,0
12139024,Loft,Private room,Real Bed,1,1125,flexible,2,1,1,0,1,264,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Istanbul,Turkey,28.93254,41.00164,No,28,58,88,363
12378302,Apartment,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,6,2,2,90,2,527,0,6,95,70,within an hour,97.0,No,Yes,No,98,98,Barcelona,Spain,2.16663,41.37513,Yes,8,14,29,108
12409013,Condominium,Entire home/apt,Real Bed,3,180,flexible,2,1,1,55,1,90,0,1,95,99,within an hour,83.0,No,Yes,No,1,1,Oahu,United States,-158.20257,21.48382,Yes,2,2,29,296
12462076,Serviced apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,4,0,2,3,1,221,0,1,67,0,within an hour,100.0,No,Yes,Yes,7,7,Istanbul,Turkey,28.98179,41.03828,No,4,24,49,49
12591225,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,10,5,10,1,8,3544,560,8,80,373,within a day,100.0,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.32005231206098,-23.010668604567265,No,0,0,0,163
12647072,Townhouse,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,2,0,1,0,1,369,264,1,0,264,Not Specified,Not Specified,No,Yes,No,1,1,Istanbul,Turkey,28.97084,41.02535,No,23,53,83,358
12774820,Bed and breakfast,Private room,Real Bed,1,1125,moderate,3,1,1,1,1,78,10,1,0,7,Not Specified,Not Specified,No,Yes,Yes,1,1,Montreal,Canada,-73.69275,45.44423,Yes,0,0,0,0
12810796,House,Shared room,Real Bed,1,1125,strict_14_with_grace_period,1,1,1,109,1,35,35,1,85,5,within an hour,100.0,No,Yes,No,4,4,Oahu,United States,-157.83768,21.29013,Yes,26,56,86,361
12068078,Apartment,Entire home/apt,Real Bed,1,1125,flexible,6,3,3,0,2,1600,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.35843701660095,-22.98839563811481,No,30,60,90,365
1209353,Loft,Entire home/apt,Real Bed,3,1124,moderate,4,1,2,7,1,70,10,2,100,20,within an hour,100.0,Yes,Yes,Yes,12,12,Porto,Portugal,-8.61628,41.14364,Yes,13,33,60,210
12112834,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2,1,1,0,1,132,131,1,0,0,within an hour,100.0,No,Yes,No,1,1,Istanbul,Turkey,28.98542,41.04478,No,30,60,90,90
12222943,Condominium,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,6,2,3,15,2,250,0,1,89,185,within a few hours,100.0,No,Yes,Yes,1,1,Maui,United States,-156.44365,20.71322,Yes,2,10,23,131
1223747,Condominium,Entire home/apt,Real Bed,3,60,strict_14_with_grace_period,2,1,1,49,1,125,0,2,94,150,within a few hours,100.0,Yes,Yes,Yes,1,1,Maui,United States,-156.44392,20.70799,Yes,0,0,5,59
12357386,Loft,Entire home/apt,Real Bed,35,180,moderate,4,3,4,1,2,115,30,1,100,300,within a day,86.0,No,Yes,Yes,6,6,Barcelona,Spain,2.15413,41.39982,Yes,0,0,0,0
12550465,Apartment,Private room,Real Bed,2,15,flexible,2,1,1,0,1,84,37,1,0,42,within a day,100.0,No,Yes,No,2,2,Istanbul,Turkey,28.99838,41.04908,Yes,28,58,88,363
1284759,Apartment,Entire home/apt,Real Bed,1,1125,moderate,4,2,3,399,1,53,0,1,93,25,within an hour,100.0,No,Yes,Yes,13,13,Porto,Portugal,-8.61825,41.14739,Yes,6,30,46,280
12104860,Condominium,Entire home/apt,Real Bed,15,1125,strict_14_with_grace_period,8,4,7,0,3,3301,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.33422634714254,-23.00756333438681,Yes,0,0,0,0
1284892,Apartment,Entire home/apt,Real Bed,2,1125,moderate,11,3,8,76,3,298,0,1,89,150,within an hour,100.0,No,Yes,Yes,1,1,Rio De Janeiro,Brazil,-43.18949500971648,-22.971126460836576,No,3,21,44,282
12136725,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3,0,1,88,1,94,0,1,94,69,within an hour,100.0,No,Yes,No,35,35,Oahu,United States,-157.82302,21.27551,Yes,12,32,55,313
12157453,Condominium,Entire home/apt,Real Bed,3,7,strict_14_with_grace_period,4,1,2,1,1,349,0,1,100,0,within a day,50.0,No,Yes,No,2,2,Oahu,United States,-157.83818,21.28172,No,16,40,70,250
12216115,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3,1,1,15,1,35,10,2,93,25,Not Specified,Not Specified,No,Yes,Yes,1,1,Porto,Portugal,-8.6311,41.16087,Yes,0,13,28,196
12317903,Apartment,Entire home/apt,Real Bed,4,270,strict_14_with_grace_period,4,0,2,119,1,239,15,2,98,50,within an hour,100.0,Yes,Yes,Yes,2,2,New York,United States,-73.9666,40.75489,Yes,3,5,9,218
12349607,Apartment,Entire home/apt,Real Bed,21,28,flexible,2,1,1,0,1,70,0,1,0,0,Not Specified,Not Specified,No,Yes,Yes,1,1,Sydney,Australia,151.20691,-33.89836,Yes,0,0,0,0
12380012,Apartment,Private room,Real Bed,1,1125,flexible,2,1,1,0,2,48,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.2533524829868,-22.944292537938367,Yes,0,0,0,0
12430621,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2,1,2,79,1,49,10,1,94,0,within an hour,94.0,Yes,Yes,Yes,3,3,Barcelona,Spain,2.1643,41.40211,No,22,34,54,329
12486648,Apartment,Entire home/apt,Real Bed,1,1124,moderate,2,0,1,157,1,90,15,2,89,30,Not Specified,Not Specified,No,Yes,No,1,1,Montreal,Canada,-73.58208,45.49165,Yes,0,0,0,0
12857433,House,Entire home/apt,Real Bed,2,1125,flexible,8,2,5,16,2,135,0,1,95,145,within a day,80.0,No,Yes,Yes,1,1,The Big Island,United States,-155.88096,19.39935,Yes,1,1,20,271
12933623,Apartment,Entire home/apt,Real Bed,1,1125,moderate,5,2,4,27,2,80,28,4,92,0,within an hour,100.0,Yes,Yes,Yes,15,15,Porto,Portugal,-8.60849,41.14186,Yes,24,51,75,230
12046370,House,Entire home/apt,Real Bed,3,1125,moderate,4,2,2,22,2,125,25,2,96,40,Not Specified,Not Specified,No,Yes,No,1,1,Porto,Portugal,-8.61302,41.15292,Yes,0,0,0,199
1211274,Apartment,Entire home/apt,Real Bed,3,60,strict_14_with_grace_period,6,3,5,126,2,255,35,4,96,90,within an hour,100.0,No,Yes,No,3,3,Barcelona,Spain,2.16365,41.39416,Yes,1,3,9,129
12142163,Boutique hotel,Private room,Real Bed,1,1125,moderate,2,1,1,0,1,385,0,1,0,0,Not Specified,Not Specified,No,Yes,No,2,2,Istanbul,Turkey,28.98026,41.00733,Yes,30,60,90,365
12211157,Serviced apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,8,2,4,3,2,595,0,1,100,0,within an hour,100.0,Yes,Yes,Yes,59,59,Maui,United States,-156.69236,20.93646,Yes,23,53,83,358
12291906,Apartment,Private room,Real Bed,1,1125,flexible,1,1,1,0,1,60,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.18471637510573,-22.91341606205436,No,0,0,0,0
12370710,Condominium,Private room,Real Bed,2,1125,strict_14_with_grace_period,2,1,1,52,1,85,0,1,98,0,within an hour,100.0,Yes,Yes,Yes,3,3,Sydney,Australia,151.29282,-33.80031,Yes,3,3,3,3
12380299,House,Private room,Real Bed,1,1125,flexible,1,1,1,0,1,112,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.36534968594563,-22.930049818012783,No,0,0,0,0
12489523,Apartment,Entire home/apt,Real Bed,1,1125,flexible,6,3,3,0,2,951,0,1,0,0,Not Specified,Not Specified,No,Yes,No,1,1,Rio De Janeiro,Brazil,-43.46594355883066,-23.019530104675333,Yes,0,0,0,0
12628177,Apartment,Entire home/apt,Real Bed,2,7,flexible,5,2,3,0,1,264,0,1,0,211,Not Specified,Not Specified,No,Yes,No,2,2,Istanbul,Turkey,28.99037,41.05407,Yes,0,0,0,17
1268297,Apartment,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,3,1,1,0,1,142,20,2,0,0,within an hour,100.0,No,Yes,No,2,2,Rio De Janeiro,Brazil,-43.177426080553545,-22.927577252718976,Yes,20,50,80,340
12742947,Apartment,Entire home/apt,Real Bed,5,30,flexible,5,2,2,0,1,2802,0,1,0,0,Not Specified,Not Specified,No,Yes,Yes,1,1,Hong Kong,Hong Kong,114.1918,22.282,Yes,0,0,0,0
12902610,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,8,4,4,22,1,152,7,8,94,165,within an hour,94.0,No,Yes,No,1198,1198,Montreal,Canada,-73.58256,45.51664,Yes,26,43,71,92
12651199,Apartment,Entire home/apt,Real Bed,1,45,moderate,4,1,2,128,1,112,39,2,99,29,within an hour,100.0,Yes,Yes,Yes,1,1,Rio De Janeiro,Brazil,-43.201524243404165,-22.816717211926136,No,0,16,30,120
12653230,Loft,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,4,1,2,4,2,560,150,1,95,200,within a day,100.0,No,Yes,Yes,1,1,Rio De Janeiro,Brazil,-43.19241087696823,-22.98247575844525,Yes,23,53,83,358
12667749,Apartment,Private room,Real Bed,2,5,flexible,4,2,2,0,1,148,150,1,0,80,Not Specified,Not Specified,No,Yes,No,1,1,Istanbul,Turkey,29.01941,41.06255,Yes,30,60,90,365
12083780,Apartment,Entire home/apt,Real Bed,4,1124,strict_14_with_grace_period,6,3,5,165,1,199,65,4,97,20,within a few hours,100.0,Yes,Yes,No,3,3,Barcelona,Spain,2.16963,41.39726,No,5,15,28,222
1206363,Cabin,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,2,1,1,291,1,80,0,2,99,0,within an hour,100.0,Yes,Yes,Yes,1,1,The Big Island,United States,-155.10302,19.48649,Yes,13,36,63,232
127208,House,Private room,Real Bed,1,30,moderate,4,1,3,391,2,25,10,1,97,10,within an hour,100.0,Yes,Yes,Yes,1,1,Porto,Portugal,-8.59097,41.1541,Yes,16,33,33,220
12788675,Apartment,Private room,Real Bed,1,1125,flexible,1,1,1,1,1,25,0,1,100,0,Not Specified,Not Specified,No,Yes,Yes,1,1,Barcelona,Spain,2.19001,41.42083,No,0,0,0,0
12805730,Apartment,Private room,Real Bed,1,1125,flexible,4,1,1,0,1,121,48,1,0,48,a few days or more,0.0,No,Yes,No,1,1,Istanbul,Turkey,28.9814,41.0457,No,30,60,90,365
12812425,Guest suite,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,85,1,65,0,1,94,100,within an hour,100.0,No,Yes,Yes,11,11,Oahu,United States,-158.11176,21.57105,Yes,16,46,73,348
12091894,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,7,2,3,14,1,351,0,1,96,199,within an hour,100.0,Yes,Yes,Yes,5,5,Rio De Janeiro,Brazil,-43.19423588543599,-22.984148254337534,Yes,21,51,81,356
1211285,Condominium,Entire home/apt,Real Bed,4,120,strict_14_with_grace_period,4,2,2,12,1,171,0,1,90,200,Not Specified,Not Specified,No,Yes,Yes,1,1,Sydney,Australia,151.25656,-33.89333,Yes,0,0,0,0
12189083,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2,1,2,4,1,70,0,2,93,16,Not Specified,Not Specified,No,Yes,Yes,1,1,New York,United States,-73.94586,40.62883,Yes,0,0,0,0
1227759,Loft,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,3,1,1,4,1,81,20,2,80,140,Not Specified,Not Specified,No,Yes,No,5,5,Montreal,Canada,-73.62797,45.50286,Yes,0,0,8,283
